\outl0\strokewidth0 \strokec2 ,tweet,class,class2,rand
12422,"Just bc your hair is ""laid"" or wuteva dont mean nothin. Yo shit gotta smell MARVELOUS don't no nigga want a bitch who smell like burnt weave\",1,1,0.002248989
3080,@DeezNutsDoe you dirty little bitch\,1,1,0.002270496
7161,@sandcowboy31 hey it's hillbilly jim and Greg the hammer valentine #pffttt\,2,2,0.002324566
23319,Whos pussy is it she said richie's\,1,1,0.002330327
14551,RT @AnunnakiGod: bitch what ocean is this?? http://t.co/YLkR2GeJ1Z\,1,1,0.002342754
19080,RT @bjs5555: ELECT Democratic Nominee Amos Powers @Powers2014 2 #Congress #TN6 DEFEAT TEA Diane Black #Red2Blue #TNTweeters #CIR http://t.c&#8230;\,2,2,0.002344611
19680,RT @imnussie: I kno u wanna roll w/ a bitch like me!\,1,1,0.002350433
5214,@Tylar____ @xxJaiLynn Tylar shut up bitch . I usta make you these\,1,1,0.002377004
11086,I only bring up lat name to the hoes I know with kids because they need to know\,1,1,0.002394231
18553,RT @Yankees: .@DRob30 comes in to close out the game here in the 9th. #Yankees\,2,2,0.002427984
1639,&#8220;@WeirdLilThingz: Stop giving a nigga pussy he stop actin like he care&#8221; no true totally ...\,1,1,0.002448966
7057,@prihncess bitch\,1,1,0.002469966
13488,Mykel stay wit all the bad bitches &#128514;&#128557;&#128530;\,1,1,0.002473828
4803,@SeQuoia_Gabris yeah hoe!\,1,1,0.002479541
8805,Customer Service? &#171;@OG_NicciB I really need this bitch to get the fxck out my business. Just open my new account and leave me alone .&#187;\,1,1,0.002496563
7478,"@wbpictures no, i do not wish to spend $40+ to go to a filthy theatre and watch a fuzzy screen with bad sound. #ANNABELLE\",2,2,0.002550697
1180,"&#8220;@BreadTruckkBri: These hoes gon come &amp;&amp; go, i feel it.&#8221;\",1,1,0.002551178
21262,Shoutout that real bitch\,1,1,0.002560867
21307,Since my girl like to argue I sent that bitch to law school\,1,1,0.002709778
24581,"imma hit the ground work in the pussy \
\
she gone come back everytime\",1,1,0.002711867
20141,RT @mmpfeiI: fuck your gpa bitch im a lot smarter than you\,1,1,0.002824447
5852,@caraabastow That's a cute and fuzzy one...hehehe ;)\,2,2,0.002837037
24179,"bound, gagged, shoved in a trash bin with two bullets in the back of the head. ""I suspect natural causes."" said the world's worst detective.\",2,2,0.002878107
18765,RT @_TrillKVLE: @Visually_Gifted I'll find you a ride. But it's no pussy shit and that was some pussy shit &#128548;&#128514;\,1,1,0.002904564
22423,"This bitch forehead. Hairline. Who lied to her &amp; approved this shit &#128514;&#128514;&#128514; https://t.co/8MaDF35ZXe""\",1,1,0.00298993
11130,I remember 2 of my friends had this and I was jelly RT @Mike_got_hoes: Had this bitch you couldn't tell me SHIT bruh http://t.co/Kz3eiJ4Ugm\,1,1,0.002990234
9026,Don't be fooled I kickit with niggas and bitches older then you so . . .\,1,1,0.003018356
12124,"Instead of joining sports teams, hoes be joining Twerk Teams.\",1,1,0.003023007
19779,"RT @jerrilyn71: ""@HistoryGoon: and also.pussy!..if my shit offends u..get off twitter..block me..and go suck a cock...\",1,1,0.003049637
20122,"RT @mindofamadd: &#8220;@MelilliTay: If you call my mom a bitch, your getting knocked out.&#8221;on mamas &#128076;\",1,1,0.003139595
2885,@ChaleCarlo5 fuck outta here and go put some more trash ass ink on your faggot ass self pussy\,0,1,0.003141028
498,"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger.\",1,1,0.003240225
15688,"RT @Garvey_B: New sign up at mong kok protest site says: ""fight for democracy and oppose the communists to have a future"" http://t.co/w2pOn&#8230;\",2,2,0.003250021
19512,RT @heyitskitten: I'm honestly surprised some of u guys have ever seen a pussy\,1,1,0.003313011
2894,@Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74 Hi Charlie\,2,2,0.003332812
4170,@Matt_Schiffer @TCOBryce nah its bc I'm a bad bitch\,1,1,0.003344763
24454,http://t.co/bPU86qzYFt Crystal Star &#8211; Leggy and playful babe Crystal Star spreads her pussy for&#160;you http://t.co/lFKqRC0zXn\,1,1,0.003394953
927,#realtalk if you a hoe an try to get serious with someone don't expect to be anything more then a piece of meat to them\,1,1,0.003457202
3716,@JawShoeeAhhh @FabianMleal suck a dick hoe\,1,1,0.003517893
21740,Talk about pussy power &#128530;\,1,1,0.003526762
11179,I spent my whole 4th lookin for my hoes.. Missed the fireworks and all before I realized I didn't have any hoes.. #AllBad\,1,1,0.00354495
18292,"RT @TyNoDollaSign: If i cut all my hoes off for u &amp; we stop talkin , you owe me some new hoes &#128530; fym\",1,1,0.00359139
3297,@FukknTyler u a bitch in niggas clothing shut yo ass up &#128514;&#128514;&#128514;&#128514;&#128514;\,1,1,0.003595482
6624,@kieffer_jason bitch u a thot oh fake ass nigga box up hoe u not bout nothing\,1,1,0.00366576
16453,RT @Kush_Dace: S/O to them side hos that know they the side hos we need more of ya!\,1,1,0.003708034
15972,RT @Ilovebamf: @KibaBJJ @Savage_530 you bitch Benito I thought I was the only one\,1,1,0.003711748
7467,"@vivaalakatyy &#128514;&#128514;&#128514;&#128514;&#128514; oh my gosh why are so so cute?!\
FA LA LA LA LA LA LA LA LA bitch &#128536;\",1,1,0.003790073
23935,You will never get a &#128141;&#128142; if you don't know how to cook &#127831;&#127830;&#127837;&#127844;&#127835;&#127829; for ya man fr atleast not from a nigga like me. Slackin ass bitches\,1,1,0.003865272
20349,RT @rellyOnSMASH: that shoot em up shit is cool but gimme some shit i can play in front of bitches my nigga...gimme some jiggy shit i ca ...\,1,1,0.003879153
3419,@HBergHattie @snkscoyote I wonder if the progs didn't relegate young black men to the ghettos to keep them away from harry reid's friends...\,2,2,0.003908335
2936,@ClicquotSuave the new nip dropped today rii?\,2,2,0.003942441
17212,"RT @OverlyManlyMann: Every zoo is a petting zoo, if you're not a pussy.\",1,1,0.0039704
8753,Confusing circumstances seem to get in the way of your high ho... More for Virgo http://t.co/nrAAI6dhVx\,2,2,0.003985517
6543,@kay_reneaa holy fuck thank you. I hate bitches that just fuck their ex then their boyfriend then back to back like damn Call you peace pipe\,1,1,0.004007389
13709,No face no trace pussy boys #SNATCH\,1,1,0.004076341
9783,Got a bitch so bad you can't afford to fuck.\,1,1,0.00407665
17336,RT @PrinceTooTrippy: these hoes swear boy\,1,1,0.004134978
7549,@xcorey21 uh you're trash. &#128536;\,1,1,0.004181115
4448,@OMGitsKariC ima call his retarded ass\,1,1,0.004283807
2207,"+1 Otakon badge, now with what I'm going to lovingly refer to as my ""cripple ribbon.""\",1,1,0.004287374
4153,@Marilyn_Munster Ha!!!! The shyt niggas tell hoes 2 ho wanna be more...\,1,1,0.004295659
16604,RT @Lipe_the_Great: Holy fucking shit. Why is a game against a third string qb redskins team so gut wrenching\,1,1,0.004334727
4672,@Ricky___m you bitch -.-\,1,1,0.004338691
22129,Then again... i shoot bitches in the ass for doing some stupid shit like key my car or bust my windows.\,1,1,0.004340739
2140,"' Shawty wanna tell me secrets on how to rap niggah , I tell that bitch it's more attractive when you hold it down &#1043359;&#1043351; .\",1,1,0.004404353
1128,&#8220;@Analyyxo: Say Something is the one Drake song I have to listen to when I'm in my feelings&#8221;fag\,1,1,0.004418255
23131,Whats wrong with this bitch\,1,1,0.004420825
4535,@Pepper_Redbone @Yankees Just getting in! I hope so. Cause they stunk it up last night.\,2,2,0.004470675
1434,&#8220;@MannyBDlopez: When you open your starburst candy and get 2 yellows http://t.co/F0dDbfEzB6&#8221; lmao bruh\,2,2,0.004501252
4716,@Royceda59 Green bananas are better then yellow ones too.\,2,2,0.004522344
1328,&#8220;@HighClassCapri: @what_evaittakes lmao I minds well be a hoe for all that &#128528;&#8221;&#128563;&#128563; I ain't mean like that girl lol\,1,1,0.004554453
14620,RT @BRO_HEN314: Game over bitch HAHAHAHA\,1,1,0.004559247
12151,Is Moyles a retard lol? Starting Fellani instead ae RVP? Please come back Fergie #SirAlexFerguson #ManchesterUnited #ManchesterDerby #MUFC\,1,1,0.004587394
23829,"You know bitches be mad when they be like ""I'm my own #wcw&#128514;&#128514;\",1,1,0.004619041
1560,&#8220;@SoTribe_Kasey: I surrounded my bad bitches I can't keep them out my face&#8221;&#128064;&#128064; #WhereTheyAtDoe &#128514;\,1,1,0.004631254
19664,RT @ikesizzle: RT @ericajenee_: &#8220;@_SheDAzzle: Ike finna have the bitter bitches upsaught&#8221; - and he don't care lmao | not at all\,1,1,0.004679342
10608,I give my niggas hope and sell these bitches dreams!\,1,1,0.004681027
2071,"' From Freshman Year to Senior year , this really my niggah started being brothers 4 years ago TODAY . It's crazy... http://t.co/IIHcPFiyQu\",1,1,0.00470435
4579,"@PushinUpRoses My current favorite line is Shea Moisture. It's at Target and CVS. Great for dry, curly, and/or colored hair.\",2,2,0.00473347
19557,RT @iAm_Sashaa: @1stBlocJeremiah corny ass hoes always got my name in they mouth.\,1,1,0.004774591
5966,@daniellesayswha hoe\,1,1,0.004839465
6209,@goldiethegamma @CLoprestiWFAN I'm referring to the second down put Vick in slot play #trash\,2,2,0.004865546
21679,Suddenlink is trash. Y'all know how important Bubble Guppies is to our day?\,2,2,0.004873423
10642,I got hoes I got fuckin hoes I got fuckin hoes !!!\,1,1,0.004946941
16396,"RT @KingCedd_: Hit the bitch nd forget the bitch, but i left my kids on her fuckin face\",1,1,0.004960038
23030,Well I wish I could shoot the shit wit u bitches but daddy gotta get dis money .one\,1,1,0.004973986
9903,"Half these females with these twitter names like ""eat my pussy"" ain't even about that life bro..\",1,1,0.004975686
13892,"Oh you want pho? Well saimigi is ghetto pho, eat that shit since im broke&#128564;&#128514;\",1,1,0.005003325
14693,"RT @BenjaminNorton: Remember the ""yellow badge"" Nazis used? \
Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.\
h&#8230;\",0,1,0.005036143
7060,@prime3_time whoooo?? Lemme find out a bitch run u haha\,1,1,0.005043073
20871,"RT @yungturd: miley cyrus, macklemore &amp; adam levine all got together n were like ""lets gets the most retarded fucking hair cuts ever""\",1,1,0.00510535
1043,&#128530; my nerves are being worked cos of my monkey &#128529;&#128545;\,2,2,0.00518321
23678,"Yo homegirl fat and got a mustache, no need to ""yass bitch &#128525;&#128525;"" that\",1,1,0.005248953
859,#inners Still hanging in. #Yankees we need this win. NFL. It's not SUNDAY!!\,2,2,0.00528801
14998,RT @ChanseyDaRapper: Make my way right to the trash can with these. RT @DwyaneWade: New Season. New Shoes. #MakeYourOwnWay #WayOfWade http&#8230;\,2,2,0.005362837
9032,Don't bring dat police ass nicca round me\,1,1,0.005400872
2643,@Beyond_Fatal my bitch bruhhh !!!\,1,1,0.005475213
21924,"That's what I tell my hoes when they ain't throwing the neck RT ""@shibermetimbers: Aint nobody got time for that""\",1,1,0.005504862
12833,Lmaoo man this bitch thinks she's so intelligent.\,1,1,0.005517833
8408,Brilliant job by @NelsonCanache to limp it back to the pits without causing a yellow. Wish he didn't need to though. #PLM\,2,2,0.005573347
9760,Good morning coons.\,0,1,0.005611668
8042,As if it WASNT gon get Bacc to me &#128514;&#128557; bitch your outta your fuccing mind\,1,1,0.005681541
23798,You got 15k followers n the same bed sheets from last month .. These bitches be confrused ( @YoGottiKOM ) voice\,1,1,0.005687049
4555,@Pohlman2 do I look like mike Vick bitch\,1,1,0.005688955
14513,RT @AmberrrNicollle: You're such a fake bitch hahaha\,1,1,0.005750695
3305,@G27Status @VikkiFusco @flyersfan You're still a bitch\,1,1,0.005758883
13278,My bad. That was about @LIPSDRIPRUBIES RT @VofD: Why bitches act like I CAN'T READ or like words don't have a meaning.\,1,1,0.005772671
5301,@Willstreakk @Tycff10111 by trash I meant u lmaooo\,2,2,0.005828939
16439,RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.\,0,1,0.005870905
17870,RT @SukMySweetness: He rip that bitch &#128175;\,1,1,0.006005454
22260,These hoes getting outta hand #mane\,1,1,0.006023356
20606,"RT @thejokerxo: &#128064;&#127939; ""@Weed_Cloudz: Does SZA have freckles on her pussy too?""\",1,1,0.006039975
7403,@treyspears3 dude your fucking gay you made a twitter just to mock me fucking lowlife\,1,1,0.006043063
12086,Imma knock the pussy out like fight night\,1,1,0.006070354
13270,"My arguement with she's the baddest white girl is ""she's trash"".Her argurment with she's trash is ""But she's paid""....\",2,2,0.006103832
9704,Give me head and kiss to nigga you a eww bitch\,1,1,0.006151395
7526,@wright_ontarget &#128514; you look like a bitch nigga to me\,1,1,0.006181779
16603,"RT @Lipe_the_Great: Had to charge my ipod. \
Fuck the redskins.\",1,1,0.006239369
20250,RT @osoplain: Soup is so much better when you have enough crackers to crumble in it to make it into a casserole\,2,2,0.006242981
9296,"Faded, swear to god I'm faded.. my bitch educated had her clients pay the payment\",1,1,0.00629017
4970,@TODDIE_soPLAYER well since you is blood you get a G pass but only this time and I won't tell wop about that lyric situation\,2,2,0.006603658
22324,They call me chief weak bitch\,1,1,0.006668014
12198,It is fucking retarded how I can't say a single thing in this house without some blowback.\,1,1,0.006695738
6386,"@jacquebland Weird to see a local yokel ""journalist"" get worked up enough to take such a pointed side, though. Thought they were impartial.\",2,2,0.006701326
13216,"Monkey see, monkey do, Narnfraud?\
Swiftee &amp; Narnfraud = pathetic and disturbed pair of thugs\
#mngop proud?\
#stribpol\",1,1,0.006727199
14297,Put your tits back in your shit bitch\,1,1,0.006835718
7848,All these bitches talk shit that's why bust em in they shit\,1,1,0.006875107
514,"""If you talk back to me you ain't getting no pussy.""\
Me: http://t.co/vgnwcFgvSJ\",1,1,0.006916951
3690,@JacsonBevens @markkiszla absolutely retarded article http://t.co/3hSVTYOXFf\,1,1,0.007062727
7687,A yellow jacket landed on my mouth and stung me while I was cutting grass..safe to say he won &#128029; http://t.co/caYUcS8O01\,2,2,0.007066855
20195,RT @nikkiconner13: Panera with my bottom bitch @iSpeakMut\,1,1,0.007076044
11799,If I smoke with ya bitch its over\,1,1,0.007148677
11604,I'm lactose and hoe nigga tolerant\,1,1,0.00717288
5396,@YungRajee Shit ill pay the premium to get away from these anything ass hoes\,0,1,0.00727603
21626,"Stood outside for 5 minutes to take a phone call, went back in and looked in the mirror and saw a Somalian. Fuck the sun lil punk ass bitch\",1,1,0.007298662
8468,Bust in dat bitch face I don't want sons! -- @Icewear_Vezzo\,1,1,0.00737579
5738,@babyspittle @Kimmyincali @MartiniShark @SenatorReid Still blaming Bush? Fucking retard\,1,1,0.007469716
11331,"I was feelin her About a week Agoooo, Now? She just a silly hoe....Silly hoe &#128175;&#128175;&#9995;\",1,1,0.00758165
5334,@WyattNuckels then learn to read bitch\,1,1,0.007648959
12363,Jhene Aiko ain't shit but a spiteful side hoe she ain't even fine\,1,1,0.007659634
18326,RT @UberBuIlshit: A recent Harvard study concluded that bitches in fact be trippin.\,1,1,0.007676392
25222,"wishing I could high five whoever named a species of birds ""great tits""\",1,1,0.00770192
598,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an\",0,1,0.007714769
7904,"Also, anyone who wants to bitch about the prices at Disney needs to check this out next time. #dollywood http://t.co/jlLkzbHYOy\",1,1,0.007789995
11079,I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.\,0,1,0.007834037
2303,416 we know ya bitch @kendricklamar\,1,1,0.007869966
23518,"Y'all hoes don't need a valentine , Y'all need Jesus\",1,1,0.007878048
14167,Photo: Me and my bitch http://t.co/0jeLcx0nKU\,1,1,0.007948116
4377,@Nautiwashere these bitches drippin sauce\,1,1,0.007999916
4857,@Smokee_SMB damn I just got called a hoe\,1,1,0.008017209
15367,RT @DjXvX: Karma is a bitch .... &#128524;\,1,1,0.008027698
5572,@_lynnogawa @ that bitch\,1,1,0.008066175
836,"#Yankees take all three games in MoTown, I'm callin' it!!! #MLB\",2,2,0.00812992
23995,Your name follows the word cunt in the dictionary sooo what's that tell you?\,1,1,0.008197996
694,#California is full of white trash who moved from #Oklahoma\,0,1,0.008249183
5520,@_VIVMMXII yuhh I'm finna hit that hoe! &#128513;&#128077;\,1,1,0.008287667
11792,If I had a dollar for every time someone called me Maggie I'd make it rain on all these hoes\,1,1,0.00829233
358,"""@juicyyyjayyyy: Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;\",1,1,0.008294907
1699,&#8220;@__austinnn: @Satisfied_x &#128175; what u did Mr bitches&#8221; &#128514; stop calling me that but I balled\,1,1,0.008406142
19035,"RT @bankheist: it's always anime faggots that got some shit to say lmao, you in love with some damn cartoons lol fuckin nerds\",1,1,0.008444309
18567,RT @Yankees: Were you expecting anything short of fireworks in his final homestand? #FarewellCaptain http://t.co/5nTacrQ43m\,2,2,0.008461661
13668,Niggas needa stop wearing MK that's for bitches lol\,1,1,0.008486989
8074,Austin is a funny niggah\,1,1,0.008530907
20617,RT @thewhite_gucci: This bitch just blew my high and i was high off all of these drugs\,1,1,0.00855505
16904,"RT @MrNBAallday: Kobe calls Dwight Howard a ""bitch ass nigga"" &#128514;&#128514;\
\
https://t.co/9l5E8kKW7D\",1,1,0.008555779
20925,Ready to bounce out dis bitch\,1,1,0.008576869
6790,@lucioxnava how about darkskin dykes?\,1,1,0.0086293
4053,@LittleNamms @karon_avila She doin homework you jiggaboo. Let her be\,1,1,0.008699475
2812,@CallMeRenee_ bitch im too mad im finna throw this bitch outside\,1,1,0.008728183
19,""" black bottle &amp; a bad bitch ""\",1,1,0.008823715
10767,"I hate when a girls all ""I'm single and I do single shit (be a lil thottie) cuff me if you have a problem"" like bitch I'll RKO your ass\",1,1,0.008948999
14481,RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't cracker a racist term? So tired of these race baiters.\,0,1,0.008985926
19649,RT @iamhusk: When you having a girls night and you cooking for ya bitches Ctfu #GhettoGirls https://t.co/yIgKbRLdhB\,1,1,0.009023205
8548,Can someone get me cheese and crackers\,2,2,0.009034596
7694,"AND #NorthKorea called #Barack a monkey. LOL! \
RT! \
*If the shoe fits! 'Cause it sure looks like he married one! \
http://t.co/F0pGDalfaA&#8221;\",2,2,0.009058821
17978,"RT @TeamBoosieBoo: No officer I wasn't drunk driving, I was swerving on them hoes.\",1,1,0.00909261
10491,I don't have another face other than my bitch face. &#128139;&#128128;&#128148; http://t.co/lWHzwbQBZk\,1,1,0.00912822
1302,&#8220;@Garricka_: Ima just block you hoes out!&#8221;or block em either one lol\,1,1,0.00913693
4858,@Smokey_Bahr Go get that sum bitch\,1,1,0.009178483
9159,Early bird catches the worm &#128076;\,2,2,0.009185225
13065,Man who da fuck let this hoe in the background looking like a got damn Zebra #BETAwards\,1,1,0.00920432
2228,".@HoppyKercheval Could you just play 2 minutes of the Charlie Brown ""wah wah wah"" adult sound effect instead?\",2,2,0.009298131
15071,RT @ClicquotSuave: nigg complaining about a journal and bitches half naked\,1,1,0.009330779
5449,@_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol\,0,1,0.009344783
2708,@Bojieasx slap a taco in thT hoe face &#128514;&#128514;&#128514;&#9996;&#65039;&#128080;&#128074;&#128175;&#128536;&#128584;&#128129;\,1,1,0.009366101
16653,RT @LouieVRee: When a bitch reads your message but doesn't respond http://t.co/T4Xjyp2m7Z\,1,1,0.009382703
4536,@PerezHilton \\the whole bunch of the trash needs 2 jus go away. they r jus trash!!!\,1,1,0.009468365
24309,faggot http://t.co/tkPokv3ncd\,0,1,0.009529062
2608,"@BarackObama l voted and supported u and u pulled the rug out from under us, a nation and worse, cuz were not in ""your circle"" were trash.\",2,2,0.009605133
11674,I'm sick of you hoes oml\,1,1,0.009636782
6324,"@icpchad @UnseeingEyes ......monkey look, just like you!\",2,2,0.009735339
7304,"@sweetakin Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms.\",0,1,0.009773559
10320,I be lying in got theses bitches like u on my fuckin mind... but I be really focus just on this money!!\,1,1,0.009864047
11578,I'm hands on when its time ta murk a bitch\,1,1,0.009871915
1414,&#8220;@LilReese300: No yu can't get no money yu silly hoe...&#8221;\,1,1,0.00990571
20875,RT @ywr_speedy: nah these bitches up harbor city ;\,1,1,0.009996862
5802,@bonnoxxx u smokin that 87 bitch\,1,1,0.01002141
22104,Their gotta be a loaded lux vs Murda mook 3\,2,2,0.010085138
8921,Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night\,2,2,0.010134741
19263,RT @daqraca: How can anyone hate Charlie Sheen http://t.co/AF4T3MtmxU\,2,2,0.010146028
5734,@baaaabyshaaaay_ Ununnnn what plans? Text me niggah!!\,1,1,0.010166995
17136,RT @OLDBROOKLYNJIM: Only in #Cleveland are #browns fans going to bitch about a blow out win this week. #Believeland #GoBrowns\,1,1,0.010228902
5613,@a_murda_ happy birthday bad bitch\,1,1,0.010305342
17077,"RT @Nombrehere: Bad bitch, HTown, keep it trill ya'll know ya'll can't fuck aroundddd\",1,1,0.010333891
2867,@Cay_JEN I didn't think you knew of a bird that couldn't be tamed. #cajuncharm\,2,2,0.010347205
12935,Lol this girl makes fun of guys for having like light voices but I'm just like bitch your voice is like deeper than five men together wtf\,1,1,0.010353077
4193,@Meeeesh1395 damn makin bitches jealous in reality &amp; Twitter/facebook. Prolly mad bc if her pic was posted it wouldnt be taken as a joke! &#128514;\,1,1,0.010394896
